x,y,z,r,g,b,class,instance_id
7.871800,-1.756300,53.147598,171,192,191,chair,1
7.885400,-1.788900,53.152302,130,143,144,chair,1
7.880900,-1.812000,53.149502,135,146,146,chair,1
8.444700,-1.595000,52.927101,63,49,78,chair,2
8.440000,-1.618800,52.926300,59,45,69,chair,2
8.437300,-1.632300,52.924999,65,43,73,chair,2
8.430500,-1.663400,52.927101,62,54,73,chair,2
8.430200,-1.676500,52.927399,62,57,74,chair,2
8.429300,-1.699700,52.928501,63,52,77,chair,2
8.431500,-1.718900,52.930000,65,51,70,chair,2
8.433800,-1.734700,52.931499,67,48,61,chair,2
8.437700,-1.755700,52.930599,62,53,75,chair,2
8.444500,-1.774600,52.930599,68,55,72,chair,2
8.450400,-1.794100,52.931900,72,60,75,chair,2
8.452400,-1.810700,52.931499,74,57,68,chair,2
8.453200,-1.828900,52.930401,73,47,61,chair,2
8.452100,-1.832600,52.931702,72,45,62,chair,2
8.454000,-1.856900,52.931301,72,45,62,chair,2
8.453500,-1.883100,52.931801,73,46,54,chair,2
8.453100,-1.895600,52.932301,73,45,54,chair,2
8.453500,-1.908900,52.921299,125,108,112,chair,2
8.453500,-1.932300,52.933701,74,45,54,chair,2
8.869300,-1.962000,52.881100,119,67,58,chair,2
8.442400,-1.617300,52.906700,64,49,71,chair,2
8.436600,-1.644700,52.906799,71,50,72,chair,2
8.433900,-1.664100,52.907398,82,62,76,chair,2
8.433300,-1.678100,52.908001,113,97,100,chair,2
8.435000,-1.698100,52.907299,83,56,74,chair,2
8.437000,-1.715600,52.906601,107,93,95,chair,2
8.440700,-1.739000,52.906601,79,62,75,chair,2
8.445100,-1.755600,52.905102,103,93,98,chair,2
8.449700,-1.774100,52.908600,80,58,72,chair,2
8.454700,-1.794900,52.907001,96,60,72,chair,2
8.455900,-1.808800,52.904598,115,102,102,chair,2
8.456100,-1.821900,52.905102,121,106,108,chair,2
8.455800,-1.843400,52.904499,127,113,121,chair,2
8.455600,-1.867500,52.904400,88,62,74,chair,2
8.456300,-1.882500,52.905899,142,133,134,chair,2
8.455700,-1.901600,52.913601,82,56,65,chair,2
8.454900,-1.915500,52.916100,81,53,65,chair,2
8.928500,-1.948200,52.857899,120,79,68,chair,2
8.926000,-1.958200,52.859001,175,116,87,chair,2
8.899900,-1.964700,52.865002,180,140,112,chair,2
8.327500,-1.979000,52.927700,88,68,83,chair,2
8.439800,-1.630000,52.896301,76,58,77,chair,2
8.434900,-1.663100,52.901199,115,103,103,chair,2
8.435500,-1.677700,52.897202,92,60,72,chair,2
8.435400,-1.686800,52.903301,93,63,73,chair,2
8.440000,-1.721300,52.899502,82,53,74,chair,2
8.441400,-1.736200,52.900501,80,62,76,chair,2
8.447800,-1.758700,52.899799,121,103,103,chair,2
8.418400,-1.768800,52.894100,115,88,91,chair,2
8.455200,-1.791700,52.901299,98,60,75,chair,2
8.454900,-1.811600,52.898899,113,83,88,chair,2
8.455300,-1.829700,52.901699,114,86,86,chair,2
8.453200,-1.838500,52.899101,98,71,74,chair,2
8.456000,-1.850600,52.901600,96,61,73,chair,2
8.335600,-1.865100,52.913601,76,49,58,chair,2
8.331900,-1.884000,52.914001,78,49,60,chair,2
8.963500,-1.934200,52.841000,204,156,130,chair,2
8.975300,-1.942700,52.838799,118,91,94,chair,2
8.998300,-1.959200,52.836498,178,135,104,chair,2
9.003900,-1.977200,52.838600,111,90,91,chair,2
9.004600,-1.990500,52.842098,98,53,48,chair,2
9.101800,-1.301300,52.825500,208,170,149,chair,2
9.056500,-1.313800,52.828602,94,64,53,chair,2
9.053100,-1.332300,52.825001,91,62,59,chair,2
8.938800,-1.300500,52.848801,161,157,157,chair,2
8.874500,-1.300500,52.852501,165,163,163,chair,2
8.824300,-1.300900,52.855301,153,140,121,chair,2
8.756400,-1.299300,52.859600,136,132,107,chair,2
8.336400,-1.623400,52.879002,129,119,118,chair,2
8.424400,-1.654800,52.888500,93,61,77,chair,2
8.385700,-1.667700,52.873699,98,71,82,chair,2
8.387100,-1.695600,52.882500,73,50,68,chair,2
8.386900,-1.698700,52.882500,74,54,70,chair,2
8.389300,-1.717600,52.888401,75,59,72,chair,2
8.300100,-1.728000,52.888599,108,98,99,chair,2
8.295300,-1.751600,52.890301,104,88,96,chair,2
8.290000,-1.773100,52.886200,125,113,110,chair,2
8.284400,-1.790800,52.884998,124,114,115,chair,2
8.282500,-1.818000,52.882599,215,160,144,chair,2
8.982100,-1.875600,52.825802,85,45,48,chair,2
8.977400,-1.883600,52.825802,77,42,44,chair,2
8.994300,-1.899500,52.822701,75,58,73,chair,2
8.998700,-1.917900,52.822601,99,73,83,chair,2
9.001200,-1.936200,52.827000,92,64,72,chair,2
9.004600,-1.941400,52.823299,88,66,83,chair,2
9.006800,-1.964700,52.827599,95,77,88,chair,2
9.006300,-1.972400,52.829700,147,101,81,chair,2
9.010400,-1.993500,52.828701,119,85,66,chair,2
9.101900,-1.301600,52.814098,200,168,147,chair,2
9.050400,-1.301800,52.810799,83,62,71,chair,2
9.061700,-1.333400,52.813000,116,73,68,chair,2
9.058400,-1.348100,52.811001,116,69,66,chair,2
9.056200,-1.358000,52.809601,110,71,69,chair,2
9.052600,-1.378400,52.810101,117,72,68,chair,2
9.051000,-1.388400,52.809101,122,74,70,chair,2
9.044500,-1.398500,52.809502,128,83,72,chair,2
9.038600,-1.409100,52.810001,111,86,78,chair,2
8.326000,-1.605600,52.877201,121,107,102,chair,2
8.298000,-1.629800,52.880299,85,75,79,chair,2
8.956200,-1.716200,52.819698,121,100,92,chair,2
8.387800,-1.667700,52.858101,86,55,75,chair,2
8.388500,-1.696400,52.855400,75,55,68,chair,2
8.389800,-1.705300,52.855999,75,55,71,chair,2
8.389200,-1.716900,52.858898,75,56,80,chair,2
8.975200,-1.814400,52.810600,99,74,70,chair,2
8.981700,-1.829900,52.811501,112,93,94,chair,2
8.987500,-1.844900,52.810398,126,113,107,chair,2
8.989800,-1.857300,52.810398,93,57,67,chair,2
8.975400,-1.871100,52.823200,80,44,45,chair,2
8.969700,-1.890400,52.812000,94,49,60,chair,2
8.975200,-1.901700,52.809799,95,50,56,chair,2
8.999300,-1.920200,52.820000,93,68,82,chair,2
9.000400,-1.932200,52.810501,152,134,98,chair,2
9.004800,-1.947600,52.818401,136,104,80,chair,2
9.004900,-1.962600,52.820400,129,97,72,chair,2
8.999300,-1.972900,52.821400,92,59,61,chair,2
8.794700,-1.981200,52.829601,86,65,66,chair,2
9.099900,-1.301600,52.792801,168,147,129,chair,2
9.056300,-1.316400,52.803799,91,66,64,chair,2
9.054600,-1.332400,52.800800,101,68,66,chair,2
9.051900,-1.344600,52.798199,99,63,62,chair,2
9.056400,-1.360000,52.808201,127,87,79,chair,2
9.053300,-1.375500,52.807800,120,73,68,chair,2
9.052200,-1.389100,52.795502,128,84,69,chair,2
9.049300,-1.407100,52.796600,126,82,68,chair,2
9.046200,-1.421700,52.796200,141,88,72,chair,2
9.042900,-1.437100,52.795502,133,80,69,chair,2
9.041400,-1.441800,52.794601,132,79,67,chair,2
9.037300,-1.459300,52.794800,124,80,64,chair,2
9.032000,-1.472300,52.794998,117,79,65,chair,2
9.024800,-1.485300,52.795502,117,77,71,chair,2
8.163200,-1.309100,52.874901,71,56,73,chair,2
8.275200,-1.357500,52.864101,85,75,79,chair,2
8.985900,-1.711400,52.794601,94,58,66,chair,2
8.988500,-1.716600,52.794399,80,61,63,chair,2
8.796400,-1.720300,52.808201,85,64,57,chair,2
8.957800,-1.742000,52.797401,91,60,56,chair,2
8.969900,-1.769600,52.795101,84,73,74,chair,2
8.972100,-1.776100,52.797699,93,61,60,chair,2
8.972700,-1.799100,52.795101,88,62,63,chair,2
8.976900,-1.816100,52.808300,110,84,80,chair,2
8.983100,-1.826900,52.794800,173,155,120,chair,2
8.984100,-1.839500,52.793598,122,92,64,chair,2
8.989100,-1.861600,52.798401,139,112,88,chair,2
8.990400,-1.866200,52.800098,156,137,113,chair,2
8.993000,-1.879500,52.803600,164,152,124,chair,2
8.994300,-1.897100,52.806198,134,112,87,chair,2
8.993300,-1.908700,52.807201,94,50,42,chair,2
8.755700,-1.914200,52.816200,107,81,76,chair,2
9.057700,-1.977300,52.790001,126,95,79,chair,2
9.060000,-1.991100,52.790699,125,99,78,chair,2
8.993900,-1.299700,52.793598,123,97,82,chair,2
8.938400,-1.299900,52.801102,131,114,96,chair,2
9.052100,-1.355200,52.792400,97,68,68,chair,2
9.047300,-1.375200,52.783100,94,63,65,chair,2
9.045100,-1.384700,52.784100,94,61,70,chair,2
9.043600,-1.394100,52.782501,98,64,66,chair,2
9.047000,-1.419000,52.792198,134,85,71,chair,2
9.044800,-1.433200,52.785198,134,88,69,chair,2
9.043000,-1.448000,52.781200,134,88,71,chair,2
9.038700,-1.464600,52.778801,137,95,71,chair,2
9.035800,-1.480400,52.781700,127,84,64,chair,2
9.033300,-1.491300,52.786499,124,80,65,chair,2
9.030200,-1.505200,52.778900,146,97,81,chair,2
9.022200,-1.518600,52.787601,119,85,75,chair,2
9.008200,-1.530700,52.779999,96,71,70,chair,2
8.997400,-1.695700,52.779499,94,74,69,chair,2
9.010500,-1.713100,52.779400,101,58,58,chair,2
9.011000,-1.719600,52.779900,128,94,82,chair,2
8.964800,-1.738900,52.784100,73,40,52,chair,2
8.971700,-1.756700,52.785702,82,44,63,chair,2
8.973600,-1.770100,52.786999,82,57,62,chair,2
8.974000,-1.781600,52.790798,80,51,61,chair,2
8.971400,-1.788200,52.791401,96,63,66,chair,2
8.975800,-1.816100,52.789200,100,60,42,chair,2
8.981600,-1.831100,52.791401,132,102,75,chair,2
9.031300,-1.837000,52.775799,113,77,79,chair,2
8.982700,-1.855000,52.792301,100,55,54,chair,2
9.032700,-1.876900,52.782501,219,157,126,chair,2
9.043200,-1.905600,52.774799,110,66,55,chair,2
9.045800,-1.920100,52.777599,104,66,42,chair,2
9.045900,-1.926300,52.778301,99,51,36,chair,2
9.052000,-1.943000,52.781601,129,103,75,chair,2
9.054800,-1.961900,52.786301,138,114,82,chair,2
9.053700,-1.967100,52.786598,109,64,44,chair,2
9.058600,-1.984400,52.787998,125,97,66,chair,2
9.040700,-1.403600,52.778400,87,54,61,chair,2
9.040200,-1.407300,52.775299,85,53,60,chair,2
9.029200,-1.426000,52.770302,91,60,64,chair,2
9.041000,-1.449500,52.777100,135,90,73,chair,2
9.037500,-1.463800,52.771999,135,90,75,chair,2
9.040200,-1.474400,52.768101,126,90,72,chair,2
9.036100,-1.482600,52.776798,133,86,67,chair,2
9.030700,-1.504500,52.773399,146,100,85,chair,2
9.023500,-1.510000,52.768902,140,97,81,chair,2
9.019900,-1.537800,52.766602,91,57,64,chair,2
9.019800,-1.548500,52.767700,103,64,62,chair,2
9.018100,-1.558200,52.765499,125,77,71,chair,2
9.009700,-1.567300,52.767899,109,75,66,chair,2
8.995500,-1.582100,52.765800,145,131,123,chair,2
8.686400,-1.550400,52.782600,90,57,57,chair,2
9.015500,-1.702200,52.767399,97,77,79,chair,2
9.021400,-1.708800,52.765999,102,73,73,chair,2
9.021700,-1.717900,52.767502,115,79,73,chair,2
8.958100,-1.729400,52.778999,113,71,62,chair,2
8.962500,-1.755000,52.773499,108,60,68,chair,2
8.970400,-1.766000,52.779202,79,52,67,chair,2
9.018800,-1.782500,52.762501,99,61,57,chair,2
8.751500,-1.769900,52.789902,114,73,72,chair,2
8.729200,-1.785700,52.793598,173,143,130,chair,2
9.030500,-1.823200,52.771599,111,85,91,chair,2
9.038300,-1.849700,52.762901,150,124,100,chair,2
9.035000,-1.864300,52.763599,104,60,63,chair,2
9.040300,-1.879000,52.768799,122,90,75,chair,2
9.043200,-1.886300,52.773602,163,145,103,chair,2
9.041900,-1.900800,52.773602,99,55,51,chair,2
9.019700,-1.449400,52.760101,90,67,65,chair,2
9.009700,-1.460800,52.760899,94,63,71,chair,2
9.025800,-1.489300,52.762001,115,81,73,chair,2
9.028400,-1.495600,52.758999,110,78,74,chair,2
9.014900,-1.522600,52.757599,96,73,76,chair,2
9.019100,-1.537500,52.759899,78,54,60,chair,2
9.022100,-1.547800,52.759300,120,78,70,chair,2
9.019600,-1.555300,52.760601,125,79,71,chair,2
9.010600,-1.569400,52.763699,110,72,70,chair,2
9.001900,-1.593600,52.760899,110,76,70,chair,2
8.999800,-1.602300,52.760799,103,75,76,chair,2
8.989600,-1.616800,52.752102,103,74,72,chair,2
8.985700,-1.636900,52.753399,91,72,72,chair,2
8.985100,-1.647200,52.750702,93,71,71,chair,2
8.981900,-1.659300,52.750702,84,62,64,chair,2
9.026400,-1.692700,52.748798,169,134,113,chair,2
9.029400,-1.706300,52.755100,101,76,85,chair,2
9.032000,-1.719400,52.752899,185,162,151,chair,2
9.017300,-1.743200,52.750801,108,83,66,chair,2
9.019400,-1.756200,52.752102,99,61,56,chair,2
9.023400,-1.773300,52.757500,117,63,69,chair,2
9.024300,-1.784000,52.759399,105,70,67,chair,2
9.026200,-1.795100,52.753899,167,148,123,chair,2
9.031200,-1.817000,52.758801,151,133,105,chair,2
9.034700,-1.829800,52.759800,157,135,104,chair,2
9.034700,-1.841700,52.760201,109,69,54,chair,2
7.818700,-1.923400,52.807499,165,132,113,chair,2
9.090500,-1.966100,52.743801,116,81,56,chair,2
9.094000,-1.978300,52.744499,135,109,87,chair,2
9.095800,-1.990700,52.748699,117,78,59,chair,2
8.196500,-1.298000,52.773800,91,72,84,chair,2
8.855300,-1.466800,52.757099,67,50,67,chair,2
8.839500,-1.470900,52.745800,131,113,121,chair,2
8.686700,-1.470300,52.756001,128,109,97,chair,2
8.702200,-1.476900,52.764400,79,56,72,chair,2
9.012600,-1.558200,52.747501,140,114,113,chair,2
9.012800,-1.567700,52.747898,97,72,71,chair,2
9.002100,-1.588700,52.748501,116,87,86,chair,2
8.998900,-1.596200,52.746101,106,77,72,chair,2
8.993200,-1.619700,52.741402,97,65,81,chair,2
8.993700,-1.639200,52.736000,67,49,64,chair,2
8.994700,-1.642100,52.738602,62,43,58,chair,2
8.989200,-1.657200,52.744400,93,60,61,chair,2
8.993900,-1.680200,52.741402,58,40,56,chair,2
9.038900,-1.702800,52.740101,103,80,83,chair,2
9.042800,-1.713600,52.738800,104,73,68,chair,2
9.030900,-1.720500,52.745098,128,78,68,chair,2
9.015300,-1.734500,52.746300,98,71,59,chair,2
8.843700,-1.728500,52.745899,148,106,92,chair,2
8.720200,-1.731500,52.758598,99,65,61,chair,2
8.405000,-1.719500,52.763401,93,58,75,chair,2
9.047900,-1.811300,52.738400,117,66,57,chair,2
9.060800,-1.875800,52.731800,86,48,51,chair,2
9.075300,-1.895500,52.732201,137,111,87,chair,2
9.079400,-1.907800,52.736500,142,115,87,chair,2
9.081700,-1.921500,52.737598,137,104,75,chair,2
9.085700,-1.938000,52.741001,144,119,99,chair,2
9.088100,-1.952600,52.742699,133,89,67,chair,2
9.089400,-1.958700,52.743099,129,96,75,chair,2
9.088100,-1.971600,52.743000,96,52,58,chair,2
7.842600,-1.987800,52.805401,138,103,86,chair,2
8.844000,-1.473400,52.733700,140,126,137,chair,2
7.913400,-1.298800,52.770100,105,109,103,chair,2
7.795600,-1.297300,52.777302,160,182,171,chair,2
8.681200,-1.504700,52.748001,146,133,117,chair,2
7.767000,-1.357400,52.770901,95,77,82,chair,2
7.774300,-1.381500,52.766998,70,55,85,chair,2
8.703100,-1.554200,52.745998,95,86,78,chair,2
8.696200,-1.567400,52.741100,170,157,133,chair,2
8.980000,-1.625100,52.731998,83,66,70,chair,2
8.994100,-1.648200,52.732800,84,63,68,chair,2
8.986600,-1.667400,52.731300,66,51,60,chair,2
8.983500,-1.672700,52.729099,62,48,68,chair,2
9.045900,-1.698500,52.722900,101,81,69,chair,2
9.051700,-1.707000,52.717701,83,52,54,chair,2
9.047200,-1.721800,52.726101,206,176,153,chair,2
8.931700,-1.727500,52.731800,186,155,132,chair,2
9.048000,-1.762500,52.720699,106,63,55,chair,2
9.051200,-1.776300,52.717300,112,60,62,chair,2
9.053700,-1.790400,52.720200,123,85,72,chair,2
9.054900,-1.798700,52.720100,134,101,85,chair,2
9.062800,-1.823400,52.721298,152,134,103,chair,2
9.067900,-1.835600,52.726002,177,158,128,chair,2
9.065100,-1.847900,52.722500,109,55,44,chair,2
9.067700,-1.858400,52.725300,106,48,41,chair,2
9.073600,-1.879000,52.728298,157,137,111,chair,2
9.073700,-1.881400,52.728901,153,129,108,chair,2
7.853300,-1.874400,52.762001,98,75,83,chair,2
7.855600,-1.887300,52.762699,98,76,84,chair,2
7.853500,-1.925700,52.763599,96,79,76,chair,2
7.848800,-1.930400,52.769299,109,80,94,chair,2
7.851900,-1.959400,52.783798,72,63,70,chair,2
9.122200,-1.994800,52.720200,149,107,93,chair,2
7.796900,-1.298400,52.755699,160,179,169,chair,2
7.764600,-1.333300,52.764000,111,112,110,chair,2
7.772200,-1.358900,52.758900,71,58,81,chair,2
7.780000,-1.386200,52.749298,70,58,78,chair,2
7.792600,-1.396300,52.758598,75,57,81,chair,2
7.790500,-1.427500,52.743900,72,59,74,chair,2
7.795600,-1.447800,52.751301,101,77,80,chair,2
7.806500,-1.460500,52.756401,95,93,102,chair,2
8.982100,-1.653300,52.718899,158,135,116,chair,2
7.797700,-1.503400,52.743099,103,76,73,chair,2
9.058000,-1.706700,52.704300,94,55,61,chair,2
9.060000,-1.709000,52.703999,86,51,54,chair,2
9.044700,-1.725400,52.716400,181,143,119,chair,2
9.042100,-1.739900,52.706699,163,144,113,chair,2
9.045900,-1.754500,52.709900,179,159,127,chair,2
8.712900,-1.732100,52.715401,103,72,79,chair,2
9.050100,-1.784500,52.715302,145,105,87,chair,2
7.915100,-1.705600,52.739201,142,134,145,chair,2
7.863900,-1.755200,52.740002,112,95,89,chair,2
7.861600,-1.788800,52.740700,73,81,98,chair,2
7.869500,-1.818100,52.741100,71,57,78,chair,2
7.868700,-1.837100,52.743900,80,58,75,chair,2
7.866800,-1.855900,52.746399,82,57,74,chair,2
7.864200,-1.865200,52.750099,88,65,61,chair,2
7.861600,-1.887100,52.754799,82,71,66,chair,2
7.854600,-1.915900,52.760899,98,80,78,chair,2
9.143400,-1.957900,52.699902,116,96,88,chair,2
9.146600,-1.975700,52.702000,221,200,165,chair,2
9.148200,-1.988100,52.701599,133,109,103,chair,2
7.545800,-1.297800,52.734001,144,133,111,chair,2
7.405800,-1.297400,52.742500,180,188,170,chair,2
7.971900,-1.457800,52.720200,81,69,79,chair,2
7.973900,-1.463500,52.718899,82,66,76,chair,2
7.867800,-1.468600,52.722198,183,177,161,chair,2
7.809400,-1.498900,52.729500,65,54,77,chair,2
7.808000,-1.505100,52.728802,66,61,81,chair,2
9.063100,-1.700700,52.690102,80,57,64,chair,2
9.069200,-1.713900,52.690300,91,51,53,chair,2
9.036200,-1.721700,52.702801,108,53,45,chair,2
8.875600,-1.722000,52.693199,167,144,119,chair,2
8.801700,-1.728600,52.704800,200,147,121,chair,2
8.721200,-1.732700,52.698002,106,72,76,chair,2
8.411500,-1.724500,52.709000,79,59,71,chair,2
8.035900,-1.706500,52.714298,91,64,71,chair,2
9.074500,-1.816400,52.688301,205,145,118,chair,2
9.086300,-1.831700,52.688900,100,55,55,chair,2
9.089700,-1.848200,52.690498,126,76,80,chair,2
9.094500,-1.867400,52.693501,86,57,51,chair,2
7.869100,-1.811000,52.730701,66,51,74,chair,2
7.864500,-1.832500,52.730099,221,199,186,chair,2
9.097700,-1.908100,52.687000,99,57,53,chair,2
9.104300,-1.921300,52.687901,132,95,80,chair,2
9.107100,-1.926200,52.691101,175,142,130,chair,2
9.145400,-1.953200,52.685699,109,60,56,chair,2
9.149200,-1.956900,52.688301,139,114,93,chair,2
9.148700,-1.972800,52.698898,129,103,91,chair,2
9.119600,-1.991500,52.698601,108,60,44,chair,2
8.147100,-1.431000,52.694401,57,42,58,chair,2
8.140900,-1.449900,52.691799,80,54,62,chair,2
8.126300,-1.472800,52.692600,73,57,67,chair,2
8.135100,-1.493200,52.699100,171,167,145,chair,2
8.100100,-1.536400,52.695301,165,165,155,chair,2
7.785400,-1.521000,52.719299,225,183,165,chair,2
9.078300,-1.704800,52.673599,97,75,73,chair,2
9.078900,-1.714500,52.676399,86,69,63,chair,2
9.055700,-1.733200,52.676300,122,94,88,chair,2
9.066100,-1.751300,52.675598,105,66,66,chair,2
9.066800,-1.765700,52.679901,103,64,67,chair,2
9.073900,-1.780800,52.676601,115,62,60,chair,2
9.077300,-1.795800,52.676701,99,58,69,chair,2
9.079700,-1.802300,52.677700,107,64,58,chair,2
9.082400,-1.813200,52.679501,105,68,67,chair,2
9.075500,-1.830300,52.676899,105,58,57,chair,2
9.082000,-1.853000,52.677502,115,63,58,chair,2
9.149500,-1.864200,52.673100,102,74,67,chair,2
9.150000,-1.871400,52.671902,98,59,63,chair,2
9.152100,-1.898800,52.678501,97,73,70,chair,2
9.151800,-1.909100,52.678501,137,112,95,chair,2
9.141800,-1.925900,52.678699,115,62,48,chair,2
9.144400,-1.936000,52.674900,119,60,51,chair,2
9.148700,-1.949300,52.685299,117,71,53,chair,2
7.755800,-1.929700,52.699699,219,227,210,chair,2
7.753100,-1.953100,52.704102,218,226,210,chair,2
7.748000,-1.972700,52.705399,160,151,136,chair,2
8.150700,-1.453900,52.676701,89,81,85,chair,2
8.143000,-1.480600,52.671600,93,79,79,chair,2
8.134300,-1.499900,52.675499,115,98,94,chair,2
8.113200,-1.518200,52.675900,68,54,76,chair,2
8.109600,-1.540700,52.679100,84,57,78,chair,2
9.090500,-1.697100,52.659100,91,75,74,chair,2
9.096300,-1.708400,52.659100,87,48,59,chair,2
9.094800,-1.716000,52.660900,126,82,71,chair,2
9.064100,-1.737200,52.669998,114,68,64,chair,2
9.065400,-1.740100,52.672501,71,33,42,chair,2
9.069100,-1.764900,52.672199,114,64,61,chair,2
8.732700,-1.733200,52.668900,105,72,63,chair,2
8.418300,-1.722200,52.671700,93,66,82,chair,2
8.110600,-1.711300,52.671501,72,59,61,chair,2
9.152200,-1.829300,52.662701,100,80,93,chair,2
9.148800,-1.835400,52.665699,117,62,60,chair,2
9.153100,-1.854600,52.668400,112,87,90,chair,2
9.153400,-1.860600,52.658298,178,157,124,chair,2
9.151400,-1.876500,52.669998,103,64,68,chair,2
7.786700,-1.831700,52.679100,69,58,59,chair,2
7.777900,-1.846600,52.696701,106,75,74,chair,2
7.769700,-1.861800,52.686100,118,73,64,chair,2
7.765400,-1.884200,52.693298,132,98,75,chair,2
7.759300,-1.907500,52.696301,219,213,216,chair,2
7.754400,-1.933000,52.697201,96,60,44,chair,2
7.664900,-1.954200,52.682301,169,128,112,chair,2
7.683100,-1.991800,52.677101,228,230,216,chair,2
8.142900,-1.482400,52.668499,79,62,62,chair,2
8.139600,-1.492800,52.670898,104,92,86,chair,2
8.123300,-1.526200,52.665901,109,96,98,chair,2
8.125500,-1.539300,52.656898,104,86,89,chair,2
9.132400,-1.702100,52.644901,99,75,83,chair,2
9.139100,-1.703900,52.646500,103,75,64,chair,2
9.126300,-1.716800,52.646000,151,108,78,chair,2
9.028900,-1.720900,52.651798,118,59,47,chair,2
8.875400,-1.719700,52.649200,155,135,120,chair,2
8.808000,-1.724600,52.648300,107,68,65,chair,2
8.737500,-1.733700,52.654099,170,147,122,chair,2
9.140100,-1.801200,52.645699,96,54,54,chair,2
9.150800,-1.816100,52.645302,106,56,27,chair,2
9.154100,-1.821700,52.657501,87,46,46,chair,2
9.154300,-1.841300,52.651901,169,146,110,chair,2
9.153600,-1.844500,52.653801,179,152,131,chair,2
9.150700,-1.858100,52.655701,105,44,21,chair,2
9.104800,-1.878300,52.646301,127,85,82,chair,2
7.744500,-1.832000,52.654099,143,111,81,chair,2
9.120400,-1.899000,52.648998,188,165,137,chair,2
7.734300,-1.874400,52.656502,212,216,204,chair,2
7.730800,-1.898000,52.655102,214,218,204,chair,2
7.728700,-1.907200,52.656101,216,219,214,chair,2
7.724100,-1.929200,52.658699,219,227,209,chair,2
9.130000,-1.973000,52.649300,110,82,76,chair,2
9.136500,-1.994100,52.645302,118,79,75,chair,2
8.120700,-1.490700,52.651001,90,86,101,chair,2
8.113000,-1.524400,52.648499,50,50,62,chair,2
8.120700,-1.543300,52.650501,66,47,60,chair,2
9.158400,-1.702400,52.632900,95,76,88,chair,2
9.156900,-1.711900,52.636299,97,60,53,chair,2
9.141500,-1.718500,52.639702,95,50,41,chair,2
9.154100,-1.738800,52.631500,113,69,54,chair,2
9.142000,-1.758200,52.632801,114,66,66,chair,2
9.151700,-1.769200,52.632801,204,175,159,chair,2
9.152500,-1.788100,52.631802,204,176,155,chair,2
9.152900,-1.797800,52.639000,194,160,121,chair,2
9.153500,-1.804200,52.641998,214,177,152,chair,2
9.147300,-1.818200,52.644100,100,55,48,chair,2
9.100000,-1.837800,52.642899,107,75,72,chair,2
9.107500,-1.847900,52.631699,105,61,53,chair,2
9.107500,-1.855600,52.631500,132,98,91,chair,2
9.111900,-1.878700,52.632999,148,113,83,chair,2
9.113400,-1.891400,52.635300,157,132,92,chair,2
9.118100,-1.908900,52.637402,184,153,125,chair,2
9.120500,-1.918300,52.638500,147,123,86,chair,2
9.123700,-1.938900,52.639099,124,89,65,chair,2
9.127000,-1.950900,52.639198,96,58,56,chair,2
9.128200,-1.960400,52.639900,95,51,55,chair,2
9.162700,-1.690700,52.619400,70,40,71,chair,2
9.166600,-1.704700,52.619099,95,52,56,chair,2
9.165000,-1.718800,52.618198,180,153,112,chair,2
9.147900,-1.724300,52.618999,99,55,58,chair,2
9.148800,-1.740600,52.623901,97,56,52,chair,2
9.152100,-1.757700,52.629200,113,79,67,chair,2
9.081300,-1.765300,52.627201,103,52,61,chair,2
9.085400,-1.782100,52.627102,100,52,57,chair,2
9.089800,-1.792900,52.628399,98,56,59,chair,2
9.097300,-1.811500,52.628700,96,56,56,chair,2
9.098600,-1.816200,52.629601,95,52,55,chair,2
9.104800,-1.840400,52.629002,106,57,59,chair,2
9.103800,-1.853100,52.629299,96,47,50,chair,2
9.108200,-1.868800,52.630100,98,63,44,chair,2
9.108200,-1.875000,52.630402,86,41,30,chair,2
7.707400,-1.895100,52.609501,214,214,203,chair,2
7.704900,-1.905800,52.608898,223,225,212,chair,2
7.698300,-1.933800,52.612301,85,51,58,chair,2
7.693600,-1.952700,52.610298,227,211,210,chair,2
7.688200,-1.976000,52.615898,222,216,194,chair,2
9.163600,-1.691000,52.614399,74,47,57,chair,2
9.169800,-1.705000,52.604301,91,59,53,chair,2
9.171100,-1.716000,52.611698,182,141,112,chair,2
9.130400,-1.717300,52.612598,146,90,67,chair,2
9.035600,-1.720500,52.604599,127,67,52,chair,2
9.148500,-1.750200,52.607399,101,55,45,chair,2
8.790200,-1.723200,52.614201,196,136,110,chair,2
8.741200,-1.734900,52.599400,107,67,58,chair,2
8.440200,-1.725800,52.610001,117,75,69,chair,2
8.123600,-1.714100,52.590199,90,62,67,chair,2
7.825100,-1.709100,52.605202,222,168,146,chair,2
7.746200,-1.728100,52.592602,108,93,86,chair,2
7.736700,-1.749800,52.598900,123,94,84,chair,2
7.729900,-1.778200,52.602699,103,78,86,chair,2
7.727100,-1.810100,52.599602,109,73,71,chair,2
7.727000,-1.819100,52.601898,118,78,64,chair,2
7.722900,-1.836600,52.601700,116,74,65,chair,2
7.716900,-1.859200,52.601799,103,76,57,chair,2
7.708000,-1.891900,52.606499,222,214,207,chair,2
7.704500,-1.904100,52.605202,135,121,98,chair,2
7.698300,-1.928300,52.607601,97,57,64,chair,2
7.687500,-1.952700,52.606201,117,88,73,chair,2
9.162200,-1.690900,52.599701,85,65,61,chair,2
9.165600,-1.702100,52.597000,104,71,68,chair,2
9.174800,-1.716500,52.599499,187,161,125,chair,2
